TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster,FraudLabel
TX000025,AC00241,42778.991822030715,2023-03-02 16:43:56,Debit,Raleigh,D000036,119.186.154.104,M028,Online,418.2357494756686,Student,6834.8269567171465,1.7271441635919087,7536178.76500215,2024-11-04 08:07:09,0,1
TX000027,AC00441,72373.52904683378,2023-04-17 16:37:01,Debit,Miami,D000046,55.154.161.250,M029,ATM,453.81306228590825,Student,11171.716393864486,4.137313174647442,2631291.0521020493,2024-11-04 08:11:38,0,1
TX000028,AC00057,12066.523069749654,2023-03-29 16:42:38,Debit,Milwaukee,D000310,21.28.32.1,M008,Branch,702.8542519575855,Engineer,6764.877127085738,1.7271441635919087,10482988.157706408,2024-11-04 08:11:59,0,1
TX000029,AC00390,37498.73559955624,2023-01-24 16:18:32,Debit,Las Vegas,D000232,152.234.65.155,M092,Online,827.374846793424,Doctor,13899.759749489425,1.7271441635919087,6916442.393965162,2024-11-04 08:11:22,0,1
TX000031,AC00367,8560.94666113061,2023-07-17 17:49:22,Credit,Miami,D000587,35.67.21.23,M091,Online,1094.204692870221,Doctor,1518.639904730085,1.7271441635919087,32510930.49123916,2024-11-04 08:09:17,1,0
TX000032,AC00291,17554.019862592115,2023-02-06 16:24:24,Debit,Baltimore,D000282,187.199.178.27,M053,ATM,560.545000716627,Doctor,18096.749527373948,1.7271441635919087,38318940.63382664,2024-11-04 08:06:58,1,0
TX000033,AC00060,116016.64183756808,2023-09-25 16:26:00,Debit,New York,D000621,133.67.250.163,M007,ATM,916.318128819023,Engineer,11871.214690178573,2.9322286691196755,37798307.479832135,2024-11-04 08:11:13,1,0
TX000034,AC00359,256519.91078451744,2023-03-13 17:23:24,Debit,Los Angeles,D000111,134.140.85.231,M094,Online,436.02440588078844,Student,10612.117756813217,1.7271441635919087,1561280.5209881566,2024-11-04 08:07:50,0,1
TX000036,AC00267,36713.55653717612,2023-10-16 16:32:56,Debit,Seattle,D000042,59.145.242.13,M002,Branch,916.318128819023,Engineer,3267.3856455153027,1.7271441635919087,22488479.015642565,2024-11-04 08:06:23,1,0
TX000037,AC00404,23102.813162163136,2023-11-21 16:58:44,Debit,Milwaukee,D000250,33.28.138.82,M028,Branch,507.1790315012676,Student,10262.368608656174,1.7271441635919087,3517642.7681616205,2024-11-04 08:12:18,0,1
TX000038,AC00202,189814.71705748086,2023-03-02 17:53:32,Debit,San Jose,D000448,73.108.76.238,M074,ATM,1378.8231953521376,Retired,9702.769971604903,1.7271441635919087,19021777.50047619,2024-11-04 08:11:15,1,0
TX000039,AC00478,232439.14028401196,2023-10-12 17:07:40,Debit,Mesa,D000077,49.29.37.185,M048,ATM,1218.7252877060596,Doctor,6415.127978928695,2.329686416355792,30874459.85610128,2024-11-04 08:11:17,1,0
TX000040,AC00405,98264.00593646815,2023-01-24 17:17:20,Debit,Oklahoma City,D000038,49.20.211.229,M040,Online,1023.0500672497418,Retired,15228.806512486191,1.7271441635919087,3980904.4808851783,2024-11-04 08:07:32,0,1
TX000041,AC00421,96174.08694515158,2023-07-31 18:39:50,Debit,San Antonio,D000557,6.234.101.35,M014,ATM,1165.3593184907002,Retired,8443.673038239547,1.7271441635919087,16868105.85738856,2024-11-04 08:07:31,0,1
TX000044,AC00117,16444.84497893247,2023-04-12 16:03:37,Debit,Tucson,D000197,173.135.78.201,M009,ATM,382.658436665429,Student,8303.773378976728,1.7271441635919087,948135.4304234941,2024-11-04 08:08:03,0,1
TX000045,AC00011,89122.06979009444,2023-07-26 16:52:28,Debit,Louisville,D000685,77.208.193.198,M005,Branch,524.9676879063875,Student,2427.987689938398,1.7271441635919087,3392837.4574430324,2024-11-04 08:09:53,0,1
TX000046,AC00401,127347.7389385332,2023-10-04 17:49:29,Debit,Chicago,D000297,197.162.55.147,M051,Branch,1361.034538947018,Retired,6415.127978928695,1.7271441635919087,18231681.88030833,2024-11-04 08:11:12,0,1
TX000047,AC00282,48310.27183396501,2023-12-13 16:01:38,Debit,Baltimore,D000103,113.115.81.178,M070,Branch,507.1790315012676,Student,5365.880534457564,1.7271441635919087,5891517.78134836,2024-11-04 08:10:33,0,1
TX000048,AC00439,149230.59184062894,2023-10-09 16:29:40,Debit,Oklahoma City,D000397,186.135.2.148,M090,Online,382.658436665429,Student,7464.375423399825,1.7271441635919087,3053874.033863268,2024-11-04 08:11:35,0,1
TX000049,AC00296,183282.26076898008,2023-11-27 16:45:57,Debit,Denver,D000284,93.146.251.20,M023,Online,507.1790315012676,Student,9772.719801236311,1.7271441635919087,1040647.3669936473,2024-11-04 08:07:24,0,1
TX000050,AC00471,6722.051459273828,2023-03-27 16:45:18,Credit,Sacramento,D000304,124.6.134.78,M055,Online,774.0088775780646,Engineer,12360.863497598433,1.7271441635919087,5212186.874443246,2024-11-04 08:06:31,0,1
TX000051,AC00159,124449.28983465418,2023-02-13 16:59:39,Credit,Kansas City,D000661,139.23.212.102,M040,Online,1272.091256921419,Retired,8583.572697502364,1.7271441635919087,15245168.798131723,2024-11-04 08:07:07,0,1
TX000054,AC00055,49772.631351632066,2023-09-07 16:51:27,Debit,San Diego,D000442,42.219.228.159,M036,Branch,542.7563443115073,Student,10052.519119761946,1.7271441635919087,3588898.800250014,2024-11-04 08:08:58,0,1
TX000055,AC00419,30837.848535052777,2023-03-29 17:47:16,Debit,Omaha,D000642,186.135.2.148,M095,ATM,1147.5706620855804,Retired,6415.127978928695,1.7271441635919087,17469199.43513696,2024-11-04 08:10:42,0,1
TX000056,AC00374,92811.53571889916,2023-08-04 17:53:40,Debit,Mesa,D000013,81.102.230.41,M052,Branch,489.3903750961478,Student,5925.479171508833,1.7271441635919087,5169051.038926134,2024-11-04 08:09:15,0,1
TX000057,AC00271,17968.50100332809,2023-12-14 17:52:37,Credit,Columbus,D000462,1.198.76.182,M095,Branch,1058.6273800599815,Retired,3757.0344529351632,1.7271441635919087,13791927.959792566,2024-11-04 08:09:57,0,1
TX000058,AC00456,85692.3842945679,2023-03-03 17:37:41,Credit,Dallas,D000311,198.73.211.114,M075,Branch,1254.3026005162992,Retired,4386.582919617842,1.7271441635919087,18095527.08664627,2024-11-04 08:07:49,0,1
TX000059,AC00143,113118.19273368905,2023-06-09 16:18:15,Debit,Indianapolis,D000145,186.54.68.246,M064,Branch,898.5294724139032,Engineer,2078.2385417813543,1.7271441635919087,21965427.758752882,2024-11-04 08:07:09,1,0
TX000060,AC00427,33009.49620200746,2023-10-02 16:35:22,Debit,Kansas City,D000089,198.166.198.233,M064,Branch,453.81306228590825,Student,3687.0846233037546,1.7271441635919087,3633438.6955127097,2024-11-04 08:11:37,0,1
TX000061,AC00438,166241.83189844055,2023-10-06 18:44:37,Debit,Indianapolis,D000233,27.143.109.203,M094,ATM,862.9521596036636,Engineer,10752.017416076034,1.7271441635919087,21455676.067786653,2024-11-04 08:06:25,1,0
TX000062,AC00002,77353.14049821103,2023-05-16 16:07:30,Debit,Dallas,D000285,7.146.35.122,M087,Branch,1449.9778209726169,Retired,15998.254638431687,2.329686416355792,16288385.189100722,2024-11-04 08:11:03,0,1
TX000063,AC00425,102353.35859964491,2023-11-07 16:48:23,Debit,Las Vegas,D000516,9.230.41.239,M097,Online,898.5294724139032,Engineer,15928.304808800278,1.7271441635919087,25947536.205527425,2024-11-04 08:08:09,1,0
TX000064,AC00325,175839.1135233693,2023-05-30 17:43:25,Credit,Philadelphia,D000548,125.225.212.244,M001,Branch,1040.8387236548617,Engineer,7394.425593768416,1.7271441635919087,32993849.0404009,2024-11-04 08:08:01,1,0
TX000066,AC00242,59063.430442918005,2023-03-29 17:00:31,Credit,Nashville,D000098,145.246.171.225,M003,Branch,791.7975339831844,Engineer,13130.31162354393,1.7271441635919087,10087316.321068885,2024-11-04 08:11:41,0,1
TX000067,AC00319,87402.84872042199,2023-04-25 16:11:24,Debit,Indianapolis,D000435,92.214.76.157,M005,Branch,1040.8387236548617,Retired,15858.35497916887,1.7271441635919087,11763139.630742723,2024-11-04 08:10:12,0,1
TX000068,AC00460,152388.8213777861,2023-04-18 18:40:47,Debit,Albuquerque,D000305,131.41.45.13,M063,Branch,489.3903750961478,Student,9073.221504922225,1.7271441635919087,7615976.160542848,2024-11-04 08:12:10,0,1
TX000069,AC00461,34530.23334513029,2023-02-09 16:34:53,Credit,Austin,D000128,46.150.175.171,M057,Online,1111.9933492753407,Engineer,1238.8405862044501,1.7271441635919087,14302225.673993193,2024-11-04 08:07:11,0,1
TX000070,AC00395,55499.47640884319,2023-11-13 16:42:28,Credit,Indianapolis,D000684,125.89.163.224,M040,Branch,613.9109699319864,Engineer,7324.475764137007,1.7271441635919087,3815615.447502249,2024-11-04 08:08:42,0,1
TX000071,AC00217,39279.25317595725,2023-07-18 16:12:00,Debit,Atlanta,D000201,40.226.196.34,M091,ATM,827.374846793424,Engineer,15508.605831011826,1.7271441635919087,15006244.631424828,2024-11-04 08:10:18,0,1
TX000072,AC00053,42098.892485470984,2023-01-13 17:00:16,Debit,Dallas,D000410,65.164.3.100,M066,Online,667.2769391473458,Engineer,9562.870312342086,1.7271441635919087,24867970.26781164,2024-11-04 08:09:26,1,0
TX000073,AC00282,7527.662690563466,2023-07-04 18:20:33,Debit,Boston,D000180,9.230.41.239,M070,ATM,1147.5706620855804,Retired,3966.8839418293896,1.7271441635919087,22883526.825726498,2024-11-04 08:12:15,1,0
TX000076,AC00239,68050.66588183393,2023-12-28 17:31:03,Debit,Omaha,D000073,156.173.170.140,M066,ATM,702.8542519575855,Engineer,3687.0846233037546,1.7271441635919087,26096717.55349574,2024-11-04 08:09:17,1,0
TX000077,AC00007,47767.359917226335,2023-06-12 17:53:52,Debit,Kansas City,D000070,60.153.124.80,M060,Online,436.02440588078844,Student,8023.974060451094,1.7271441635919087,2478482.549790978,2024-11-04 08:08:22,0,1
TX000079,AC00464,35408.81660823964,2023-12-18 18:46:27,Debit,Miami,D000561,162.198.218.92,M045,Branch,382.658436665429,Student,5505.780193720381,1.7271441635919087,5318661.405150042,2024-11-04 08:06:50,0,1
TX000080,AC00014,51159.09995620663,2023-07-17 18:54:31,Debit,Seattle,D000375,130.92.201.49,M032,Online,934.1067852241428,Doctor,4806.281897406294,1.7271441635919087,41067387.58580755,2024-11-04 08:10:29,1,0
TX000081,AC00406,53920.36164026459,2023-06-19 18:22:10,Debit,Denver,D000488,86.103.2.29,M074,ATM,720.6429083627052,Engineer,7254.525934505598,1.7271441635919087,2160033.9991605817,2024-11-04 08:09:51,0,1
TX000082,AC00445,101112.83405870978,2023-10-23 17:13:57,Credit,Phoenix,D000097,131.41.45.13,M081,Online,1076.4160364651011,Engineer,5715.629682614607,1.7271441635919087,25168829.06996264,2024-11-04 08:08:16,1,0
TX000084,AC00220,76162.23693891331,2023-11-06 16:34:10,Debit,Denver,D000616,36.13.239.172,M028,Online,916.318128819023,Doctor,12011.11434944139,1.7271441635919087,27996059.374334645,2024-11-04 08:09:38,1,0
TX000085,AC00140,45455.605949177814,2023-07-03 16:40:24,Debit,San Diego,D000494,167.104.180.235,M030,Online,649.488282742226,Doctor,11101.766564233078,1.7271441635919087,5947875.179469722,2024-11-04 08:09:42,0,1
TX000087,AC00303,7466.366183834906,2023-10-20 17:27:35,Debit,Mesa,D000428,16.131.3.140,M033,Branch,1183.14797489582,Doctor,4946.181556669111,1.7271441635919087,38499479.31611301,2024-11-04 08:12:05,1,0
TX000088,AC00373,166110.4822411651,2023-08-28 17:03:53,Debit,Washington,D000018,8.243.4.138,M054,ATM,898.5294724139032,Doctor,8163.873719713912,1.7271441635919087,41178425.31068749,2024-11-04 08:07:32,1,0
TX000089,AC00438,3102.638681016033,2023-06-22 18:37:29,Credit,San Diego,D000453,132.127.5.187,M043,Online,1076.4160364651011,Doctor,12640.66281612407,1.7271441635919087,50254501.516100794,2024-11-04 08:09:10,1,0
TX000090,AC00437,114997.95227336488,2023-11-20 16:28:09,Debit,Kansas City,D000141,186.54.68.246,M022,Online,471.60171869102805,Student,7114.626275242781,1.7271441635919087,3092680.685164829,2024-11-04 08:08:38,0,1
TX000091,AC00106,209560.94886789535,2023-09-14 16:49:33,Credit,Milwaukee,D000322,101.223.82.253,M052,Online,1111.9933492753407,Retired,2497.9375195698067,1.7271441635919087,15855466.767545618,2024-11-04 08:08:12,0,1
TX000092,AC00310,65636.75106923781,2023-10-02 16:36:10,Debit,Kansas City,D000481,133.223.159.151,M009,ATM,987.4727544395022,Engineer,3966.8839418293896,3.534770921883559,11432249.550700067,2024-11-04 08:08:01,0,1
TX000093,AC00149,67624.50921600682,2023-03-27 18:16:04,Debit,Houston,D000526,60.43.160.195,M049,Branch,418.2357494756686,Student,9562.870312342086,1.7271441635919087,2415611.8745164894,2024-11-04 08:10:44,0,1
TX000095,AC00425,188323.1687270859,2023-03-02 16:05:09,Debit,San Antonio,D000178,165.38.56.205,M093,ATM,560.545000716627,Engineer,5156.031045563337,1.7271441635919087,4465032.0814945,2024-11-04 08:08:04,0,1
TX000096,AC00010,148775.24636207393,2023-06-26 16:16:50,Credit,Mesa,D000622,193.108.17.115,M048,Branch,951.8954416292626,Engineer,9003.271675290816,1.7271441635919087,30069192.59034919,2024-11-04 08:09:32,1,0
TX000097,AC00348,250921.49650330903,2023-04-18 17:27:23,Credit,San Francisco,D000019,175.230.206.232,M002,Branch,524.9676879063875,Student,13060.361793912522,1.7271441635919087,7309969.13932471,2024-11-04 08:10:47,0,1
TX000098,AC00011,7699.87668565799,2023-07-17 17:08:24,Debit,Louisville,D000192,62.152.134.92,M007,ATM,1058.6273800599815,Engineer,5575.73002335179,1.7271441635919087,789203.6675552924,2024-11-04 08:11:05,0,1
TX000099,AC00453,43386.11912677073,2023-09-01 17:26:02,Debit,Charlotte,D000093,149.84.108.18,M028,Branch,1307.6685697316586,Retired,9422.970653079268,1.7271441635919087,8257085.441040394,2024-11-04 08:07:22,0,1
TX000100,AC00178,33870.566177480076,2023-09-11 16:19:04,Debit,San Antonio,D000528,134.222.122.238,M004,Branch,702.8542519575855,Doctor,12360.863497598433,1.7271441635919087,29816656.844442047,2024-11-04 08:08:38,1,0
TX000101,AC00265,112198.74513276067,2023-01-24 17:23:56,Debit,Fort Worth,D000321,18.72.115.111,M066,Branch,578.3336571217468,Engineer,1798.4392232557198,1.7271441635919087,34724118.66687573,2024-11-04 08:11:07,1,0
TX000102,AC00018,29060.24983992456,2023-08-11 16:18:46,Credit,El Paso,D000528,34.125.226.63,M095,Online,400.4470930705488,Student,11801.264860547164,1.7271441635919087,36602048.57659448,2024-11-04 08:10:02,1,0
TX000103,AC00075,24594.36149255808,2023-10-16 18:35:11,Credit,Fort Worth,D000607,21.28.32.1,M009,Branch,1023.0500672497418,Doctor,11591.415371652938,1.7271441635919087,4612419.353121232,2024-11-04 08:10:52,0,1
TX000104,AC00464,57554.368824886325,2023-02-24 16:29:23,Debit,Virginia Beach,D000164,204.34.243.93,M099,Branch,524.9676879063875,Engineer,10332.318438287582,1.7271441635919087,36740231.45655572,2024-11-04 08:08:32,1,0
TX000105,AC00170,38225.537036480586,2023-01-02 16:36:02,Debit,Las Vegas,D000647,111.226.226.202,M045,ATM,613.9109699319864,Engineer,16557.853275482958,1.7271441635919087,31030622.501137912,2024-11-04 08:06:35,1,0
TX000106,AC00235,89878.06003974666,2023-11-30 16:31:03,Debit,Colorado Springs,D000078,96.115.67.230,M047,Online,862.9521596036636,Engineer,3687.0846233037546,1.7271441635919087,36737189.327106945,2024-11-04 08:10:48,1,0
TX000107,AC00013,33858.89065238892,2023-11-01 16:52:01,Debit,Seattle,D000182,115.218.48.83,M032,Online,1094.204692870221,Retired,5715.629682614607,1.7271441635919087,23970386.0737874,2024-11-04 08:09:24,1,0
TX000108,AC00397,221137.23199577472,2023-03-06 16:47:02,Debit,Sacramento,D000028,174.61.77.54,M012,Branch,524.9676879063875,Student,1308.7904158358588,1.7271441635919087,1645719.114021201,2024-11-04 08:11:40,0,1
TX000109,AC00423,147339.15677586195,2023-11-27 18:32:49,Debit,Los Angeles,D000518,216.151.64.40,M083,Online,436.02440588078844,Student,2567.8873492012153,1.7271441635919087,1751686.623153202,2024-11-04 08:09:22,0,1
TX000110,AC00154,42046.35262256079,2023-07-31 16:37:46,Debit,San Antonio,D000469,197.162.55.147,M055,ATM,1165.3593184907002,Retired,10402.268267918991,1.7271441635919087,31134093.90405554,2024-11-04 08:10:42,1,0
TX000112,AC00318,71967.80454991617,2023-03-21 16:29:31,Debit,New York,D000536,44.197.126.59,M089,ATM,489.3903750961478,Student,12710.612645755478,1.7271441635919087,3847011.783479893,2024-11-04 08:10:26,0,1
TX000113,AC00396,74545.17671378845,2023-04-20 18:26:50,Credit,Dallas,D000477,143.212.47.226,M012,Online,951.8954416292626,Engineer,12290.913667967025,1.7271441635919087,34518696.92576485,2024-11-04 08:06:56,1,0
TX000115,AC00336,95996.03518751146,2023-02-10 16:52:48,Debit,Fresno,D000655,188.124.181.12,M051,Online,756.2202211729448,Engineer,7394.425593768416,1.7271441635919087,1877817.990298175,2024-11-04 08:06:30,0,1
TX000116,AC00468,1027.3140960633782,2023-07-21 16:43:11,Debit,San Diego,D000673,44.73.3.217,M042,Online,880.7408160087834,Doctor,7604.2750826626425,1.7271441635919087,47373682.931439,2024-11-04 08:09:53,1,0
TX000118,AC00498,16929.379270215366,2024-01-01 16:34:10,Credit,Oklahoma City,D000256,101.90.40.193,M086,ATM,809.5861903883042,Engineer,8653.522527133773,2.329686416355792,22190701.344599936,2024-11-04 08:07:42,1,0
TX000119,AC00085,119285.78886309125,2023-07-07 16:11:38,Debit,Boston,D000544,98.255.160.110,M041,Online,507.1790315012676,Engineer,4456.532749249251,1.7271441635919087,32558395.51097182,2024-11-04 08:06:30,1,0
TX000120,AC00092,34106.995560575946,2023-05-22 17:09:52,Debit,Fresno,D000663,124.6.134.78,M086,Branch,738.431564767825,Engineer,11801.264860547164,1.7271441635919087,25282245.896078154,2024-11-04 08:10:02,1,0
TX000121,AC00295,15934.040756194474,2023-08-16 16:17:12,Debit,Houston,D000489,45.64.74.86,M025,ATM,1272.091256921419,Retired,8583.572697502364,1.7271441635919087,6445575.35761969,2024-11-04 08:08:43,0,1
TX000122,AC00358,18785.78775970888,2023-11-17 16:02:02,Credit,Detroit,D000434,69.82.61.135,M028,Online,862.9521596036636,Doctor,11661.365201284347,1.7271441635919087,43589234.89551502,2024-11-04 08:10:13,1,0
TX000123,AC00311,93080.0727959957,2023-05-22 17:29:35,Debit,Detroit,D000314,79.227.202.117,M076,Online,524.9676879063875,Student,6485.077808560103,1.7271441635919087,572588.4501393434,2024-11-04 08:11:32,0,1
TX000124,AC00066,97102.29118989831,2023-08-25 17:26:07,Debit,Portland,D000037,26.240.219.199,M006,Online,774.0088775780646,Engineer,4386.582919617842,1.7271441635919087,16278829.782498827,2024-11-04 08:11:00,0,1
TX000125,AC00340,1768.7099393516685,2023-11-27 16:38:34,Debit,Washington,D000021,63.67.150.226,M001,ATM,1040.8387236548617,Retired,2987.5863269896677,1.7271441635919087,21683640.76814607,2024-11-04 08:10:48,1,0
TX000126,AC00284,62919.27260427167,2023-08-04 17:46:44,Credit,Detroit,D000112,195.226.203.234,M026,Online,1289.8799133265388,Doctor,17397.25123105986,1.7271441635919087,43497932.01039245,2024-11-04 08:11:56,1,0
TX000127,AC00208,175083.12327371706,2023-09-04 16:48:35,Debit,Philadelphia,D000042,92.214.76.157,M081,Branch,1058.6273800599815,Doctor,11171.716393864486,1.7271441635919087,5525877.222602497,2024-11-04 08:10:13,0,1
TX000128,AC00176,245857.2374950209,2023-08-09 17:34:26,Debit,Tucson,D000276,101.223.82.253,M083,Online,507.1790315012676,Student,5715.629682614607,1.7271441635919087,4309493.46301146,2024-11-04 08:09:58,0,1
TX000129,AC00053,11433.125833554539,2023-09-07 16:07:40,Debit,Mesa,D000687,77.21.150.75,M005,Online,507.1790315012676,Student,7674.224912294051,1.7271441635919087,1189516.701685163,2024-11-04 08:07:42,0,1
TX000131,AC00382,36701.88101208497,2023-07-03 17:14:07,Debit,Oklahoma City,D000118,147.234.20.46,M004,Branch,631.6996263371062,Engineer,7464.375423399825,1.7271441635919087,24614381.477095313,2024-11-04 08:07:25,1,0
TX000132,AC00384,88579.15787335577,2023-09-25 17:13:36,Credit,San Antonio,D000052,203.99.96.114,M059,Branch,1432.189164567497,Retired,2917.636497358259,1.7271441635919087,20027045.276654813,2024-11-04 08:11:55,1,0
TX000134,AC00498,1981.788272265232,2023-11-17 17:27:07,Credit,Los Angeles,D000236,85.240.254.83,M098,Branch,453.81306228590825,Student,17886.900038479722,1.7271441635919087,4365382.841217628,2024-11-04 08:10:53,0,1
TX000135,AC00349,111603.2933531118,2023-08-21 16:46:05,Debit,Albuquerque,D000635,62.251.170.72,M034,ATM,1040.8387236548617,Doctor,5365.880534457564,1.7271441635919087,46164943.49712947,2024-11-04 08:09:32,1,0
TX000137,AC00284,142178.5746855718,2023-06-20 17:21:50,Debit,Oklahoma City,D000170,138.87.180.254,M060,Online,364.86978026030926,Student,4876.2317270377025,1.7271441635919087,6825295.515480994,2024-11-04 08:07:03,0,1
TX000138,AC00272,98485.84091320008,2023-01-16 16:53:38,Debit,San Antonio,D000426,203.99.96.114,M003,Branch,418.2357494756686,Student,1378.7402454672674,1.7271441635919087,3907074.339263214,2024-11-04 08:09:57,0,1
TX000140,AC00385,68765.79179366713,2023-09-01 16:09:08,Debit,Chicago,D000553,45.182.28.148,M045,Online,453.81306228590825,Student,8513.622867870956,1.7271441635919087,1034680.1130749149,2024-11-04 08:08:47,0,1
TX000141,AC00403,2048.9225415393685,2023-10-23 18:38:15,Debit,Chicago,D000556,18.72.115.111,M090,Online,578.3336571217468,Doctor,17327.301401428453,1.7271441635919087,21232781.583175175,2024-11-04 08:09:43,1,0
TX000144,AC00108,68523.52464802569,2023-10-24 16:41:00,Credit,Oklahoma City,D000600,96.115.67.230,M030,Online,1218.7252877060596,Retired,1308.7904158358588,1.7271441635919087,4164992.314195095,2024-11-04 08:11:17,0,1
TX000145,AC00397,33286.78992292237,2023-09-25 16:54:22,Credit,Jacksonville,D000369,33.212.169.157,M019,Branch,1272.091256921419,Retired,11731.315030915755,1.7271441635919087,23710167.000939142,2024-11-04 08:07:21,1,0
TX000146,AC00434,13680.664413601718,2023-02-16 17:57:10,Debit,Los Angeles,D000241,163.129.70.210,M085,ATM,400.4470930705488,Student,6555.027638191512,1.7271441635919087,6476074.655426546,2024-11-04 08:07:24,0,1
